"id","term","category","weight"
"186","a lot","AFFECT_AVG","-0.0266422100027"
"187","a job","AFFECT_AVG","0.0805903288893"
"188","each","AFFECT_AVG","-0.107807690599"
"189","went","AFFECT_AVG","0.0505435711862"
"190","side","AFFECT_AVG","-0.083514640013"
"191","mean","AFFECT_AVG","-0.0114345069081"
"192","my profile","AFFECT_AVG","0.0935785876701"
"193","look at","AFFECT_AVG","-0.00238818085536"
"194","forgot","AFFECT_AVG","0.0394529557021"
"195","make me","AFFECT_AVG","0.0474985932668"
"196","saturday","AFFECT_AVG","0.0248047133668"
"197","have a","AFFECT_AVG","-0.00850176519275"
"198","driving","AFFECT_AVG","-0.189202394545"
"199","god","AFFECT_AVG","0.155289679611"
"200","they have","AFFECT_AVG","-0.053814032686"
"201","thank u","AFFECT_AVG","0.177388216268"
"202","can't wait","AFFECT_AVG","0.321014272401"
"203","nite","AFFECT_AVG","0.0258833022812"
"204","got","AFFECT_AVG","0.0630922710501"
"205","the fact","AFFECT_AVG","-0.119882166722"
"206","could be","AFFECT_AVG","-0.08358456745"
"207","turning","AFFECT_AVG","0.0169784247199"
"208","the rain","AFFECT_AVG","-0.0851600822405"
"209","you're","AFFECT_AVG","-0.0879156535214"
"210","given","AFFECT_AVG","-0.0652048584752"
"211","free","AFFECT_AVG","0.0703910945448"
"212","rain","AFFECT_AVG","-0.173055454304"
"213","does not","AFFECT_AVG","0.0711510950848"
"214","wanted","AFFECT_AVG","-0.0636529823224"
"215","no more","AFFECT_AVG","-0.0769189497197"
"216","ate","AFFECT_AVG","0.0539721588985"
"217","starts","AFFECT_AVG","-0.135387989576"
"218","change your","AFFECT_AVG","-0.088275286872"
"219","to tell","AFFECT_AVG","0.123292389135"
"220","messages","AFFECT_AVG","-0.144978231711"
"221","days","AFFECT_AVG","-0.0460245707664"
"222","to find","AFFECT_AVG","-0.136402634479"
"223","this year","AFFECT_AVG","0.0265504226214"
"224","fuckin","AFFECT_AVG","0.128859300233"
"225","everyone who","AFFECT_AVG","-0.0813485738381"
"226","already","AFFECT_AVG","-0.213206337414"
"227","grade","AFFECT_AVG","0.0851157511092"
"228","fantasy","AFFECT_AVG","0.0166490367851"
"229",":) :)","AFFECT_AVG","0.135597656836"
"230","another","AFFECT_AVG","-0.115659293088"
"231","im not","AFFECT_AVG","-0.21906939269"
"232","to change","AFFECT_AVG","0.0366261967626"
"233","all those","AFFECT_AVG","0.0112455302196"
"234","i saw","AFFECT_AVG","-0.0969771699088"
"235","top","AFFECT_AVG","-0.0703526951175"
"236","girls","AFFECT_AVG","-0.0867708666752"
"237","needed","AFFECT_AVG","0.0686301128064"
"238","too","AFFECT_AVG","-0.0517891330817"
"239","tom","AFFECT_AVG","0.13318503167"
"240","john","AFFECT_AVG","0.060137575657"
"241","dogs","AFFECT_AVG","0.0253986744848"
"242","listen","AFFECT_AVG","0.020643175682"
"243","anyone know","AFFECT_AVG","-0.073380962627"
"244","you know","AFFECT_AVG","0.110971088206"
"245","part of","AFFECT_AVG","0.0852967672314"
"246","gym","AFFECT_AVG","0.0255419850193"
"247","took","AFFECT_AVG","0.0421542452156"
"248","love u","AFFECT_AVG","-0.282150809263"
"249","a little","AFFECT_AVG","-0.130194427622"
"250","live in","AFFECT_AVG","-0.266941350825"
"251","tree","AFFECT_AVG","0.0990094317488"
"252","which is","AFFECT_AVG","0.176949225883"
"253","project","AFFECT_AVG","-0.0311149339341"
"254","matter","AFFECT_AVG","-0.0607897534286"
"255","classes","AFFECT_AVG","0.0560299435252"
"256","feeling","AFFECT_AVG","-0.117842210477"
"257","is wondering","AFFECT_AVG","0.0243508512461"
"258","a week","AFFECT_AVG","0.0662923038686"
"259","of our","AFFECT_AVG","-0.031130182663"
"260","ran","AFFECT_AVG","0.128244537949"
"261","mind","AFFECT_AVG","-0.037073919064"
"262","mine","AFFECT_AVG","0.0155746101569"
"263","spent","AFFECT_AVG","-0.08859641024"
"264","talking","AFFECT_AVG","-0.0385384053275"
"265","seen","AFFECT_AVG","-0.0661089150372"
"266","seem","AFFECT_AVG","-0.0726686857212"
"267","my own","AFFECT_AVG","0.0544394703996"
"268","strength","AFFECT_AVG","0.169137596853"
"269","please help","AFFECT_AVG","-0.0763614569577"
"270","no longer","AFFECT_AVG","-0.0633166709074"
"271","-","AFFECT_AVG","-0.0506132291836"
"272","snow","AFFECT_AVG","0.0482512733282"
"273","talk to","AFFECT_AVG","-0.0133793988992"
"274","that was","AFFECT_AVG","0.151974720834"
"275","the rest","AFFECT_AVG","-0.0287242515503"
"276","blue","AFFECT_AVG","-0.0360873333835"
"277","is going","AFFECT_AVG","0.0709356070046"
"278","though","AFFECT_AVG","-0.113618879874"
"279","doin","AFFECT_AVG","0.110482766932"
"280","mouth","AFFECT_AVG","0.0246825967119"
"281","wanted to","AFFECT_AVG","-0.0357530691334"
"282","letter","AFFECT_AVG","0.0936074173012"
"283","i don't","AFFECT_AVG","-0.116842571766"
"284","the sun","AFFECT_AVG","0.0878685521525"
"285","3 days","AFFECT_AVG","-0.183627579183"
"286","every one","AFFECT_AVG","0.150952349868"
"287","camp","AFFECT_AVG","0.0959143719968"
"288","m","AFFECT_AVG","0.103646389805"
"289","dog","AFFECT_AVG","-0.0315056808903"
"290","we are","AFFECT_AVG","-0.233682687093"
"291","some people","AFFECT_AVG","0.0760552744889"
"292","yang","AFFECT_AVG","0.000625349438754"
"293","to make","AFFECT_AVG","-0.141608218178"
"294","used to","AFFECT_AVG","-0.00545436945296"
"295","came","AFFECT_AVG","0.0155019847199"
"296","saying","AFFECT_AVG","0.0234051721635"
"297","if you","AFFECT_AVG","0.0904549420362"
"298","random","AFFECT_AVG","0.0415086189756"
"299","ending","AFFECT_AVG","-0.489188750363"
"300","d:","AFFECT_AVG","-0.290952184861"
"301","earth","AFFECT_AVG","0.138494251105"
"302","enjoyed","AFFECT_AVG","0.196965125436"
"303","busy","AFFECT_AVG","0.192615690742"
"304","even if","AFFECT_AVG","0.106845792047"
"305","you want","AFFECT_AVG","-0.029687783437"
"306","the birthday","AFFECT_AVG","0.000105360263979"
"307","about","AFFECT_AVG","-0.000908666729797"
"308","figure out","AFFECT_AVG","0.146454541319"
"309","folks","AFFECT_AVG","-0.0818956017829"
"310","do","AFFECT_AVG","-0.0921392731171"
"311","my car","AFFECT_AVG","-0.0563223293561"
"312","di","AFFECT_AVG","-0.0509193474247"
"313","de","AFFECT_AVG","-0.051731918929"
"314","stop","AFFECT_AVG","-0.0905810463286"
"315","da","AFFECT_AVG","-0.0408221001995"
"316","don't want","AFFECT_AVG","0.0200481905336"
"317","wedding","AFFECT_AVG","0.327327940996"
"318","see how","AFFECT_AVG","0.0146885325101"
"319","dr","AFFECT_AVG","0.0438376925054"
"320","lmao","AFFECT_AVG","0.235954790967"
"321","bar","AFFECT_AVG","-0.0307236745031"
"322","at least","AFFECT_AVG","-0.211235012068"
"323","officially","AFFECT_AVG","0.229512878077"
"324","twice","AFFECT_AVG","-0.0273903321868"
"325","bad","AFFECT_AVG","-0.265425570273"
"326","into a","AFFECT_AVG","0.0762707383834"
"327","headed","AFFECT_AVG","-0.135983531723"
"328","fair","AFFECT_AVG","-0.177337760622"
"329","new phone","AFFECT_AVG","0.022167863046"
"330","of those","AFFECT_AVG","-0.135417998862"
"331","don't think","AFFECT_AVG","0.0539778717776"
"332","decided","AFFECT_AVG","-0.259999238306"
"333","another year","AFFECT_AVG","-0.08304036119"
"334","result","AFFECT_AVG","0.0119492876359"
"335","my face","AFFECT_AVG","0.0578692528925"
"336","best","AFFECT_AVG","0.363839686289"
"337","said","AFFECT_AVG","0.12079409627"
"338","lots","AFFECT_AVG","0.0352223103057"
"339","away","AFFECT_AVG","-0.0506851619118"
"340","wait to","AFFECT_AVG","0.170072167848"
"341","there's","AFFECT_AVG","0.00357442813578"
"342","hopefully","AFFECT_AVG","0.126959687259"
"343","lazy","AFFECT_AVG","0.0688285924331"
"344","men","AFFECT_AVG","0.0156206282385"
"345","omg","AFFECT_AVG","0.102713001139"
"346","supposed to","AFFECT_AVG","-0.10627877036"
"347","weak","AFFECT_AVG","0.0326813536051"
"348","on our","AFFECT_AVG","0.0108091231874"
"349","wear","AFFECT_AVG","0.0708560205919"
"350","wtf","AFFECT_AVG","-0.175553377089"
"351","news","AFFECT_AVG","-0.160902771765"
"352","received","AFFECT_AVG","0.0534820840508"
"353","country","AFFECT_AVG","-0.0209720621994"
"354","ill","AFFECT_AVG","-0.180562396902"
"355","coz","AFFECT_AVG","-0.062668020368"
"356","against","AFFECT_AVG","-0.108286652638"
"357","this world","AFFECT_AVG","-0.0787789950161"
"358","we will","AFFECT_AVG","-0.0935439139163"
"359","games","AFFECT_AVG","-0.364690476466"
"360","lookin","AFFECT_AVG","-0.126009065879"
"361","com","AFFECT_AVG","-0.0611422935158"
"362","asked","AFFECT_AVG","0.0139227923649"
"363","tough","AFFECT_AVG","-0.0655873347218"
"364","my b-day","AFFECT_AVG","0.0224064863012"
"365","had","AFFECT_AVG","-0.0434511256152"
"366","2nd","AFFECT_AVG","0.0916993350618"
"367","of being","AFFECT_AVG","-0.0886739313076"
"368","and then","AFFECT_AVG","0.0135896175943"
"369","trust","AFFECT_AVG","-0.173714778961"
"370","speak","AFFECT_AVG","-0.0506044373691"
"371","three","AFFECT_AVG","0.0880655170065"
"372","been","AFFECT_AVG","0.189501415627"
"373",".","AFFECT_AVG","-0.0496067845547"
"374","become a","AFFECT_AVG","-0.0522571361073"
"375","beer","AFFECT_AVG","-0.0127131683449"
"376","much","AFFECT_AVG","0.0999231365643"
"377","miss you","AFFECT_AVG","0.035371497493"
"378","lovely","AFFECT_AVG","0.164863625229"
"379","website","AFFECT_AVG","0.061587217965"
"380","life","AFFECT_AVG","0.361880128885"
"381","relaxing","AFFECT_AVG","0.13367193988"
"382","send me","AFFECT_AVG","0.017125873577"
"383","not sure","AFFECT_AVG","0.0495494381912"
"384","sooooo","AFFECT_AVG","-0.0489902064204"
"385","how can","AFFECT_AVG","-0.117140777174"
"386","child","AFFECT_AVG","-0.0736336398624"
"387","catch","AFFECT_AVG","-0.0743465854937"
"388","starting to","AFFECT_AVG","0.0213632140075"
"389","chill","AFFECT_AVG","0.162729276739"
"390","has","AFFECT_AVG","0.055982575054"
"391","it's been","AFFECT_AVG","0.0137445567585"
"392","because of","AFFECT_AVG","0.202007603054"
"393","air","AFFECT_AVG","0.0141135798774"
"394","near","AFFECT_AVG","-0.0479547892063"
"395","b-day","AFFECT_AVG","0.129229071749"
"396","has been","AFFECT_AVG","0.0991655327746"
"397","voice","AFFECT_AVG","0.0026059038112"
"398","k","AFFECT_AVG","-0.0494446415047"
"399","the future","AFFECT_AVG","0.0252672660244"
"400","iz","AFFECT_AVG","0.0835956316317"
"401","played","AFFECT_AVG","0.0226622125618"
"402","is","AFFECT_AVG","-0.0571769881875"
"403","it","AFFECT_AVG","-0.0426313804849"
"404","shame","AFFECT_AVG","-0.116918680816"
"405","cant","AFFECT_AVG","-0.261772804704"
"406","im","AFFECT_AVG","-0.0390323409574"
"407","in","AFFECT_AVG","0.0180764919273"
"408","id","AFFECT_AVG","0.00438957101247"
"409","if","AFFECT_AVG","-0.0270819331079"
"410","the hospital","AFFECT_AVG","-0.161847720335"
"411","have some","AFFECT_AVG","0.0519556022889"
"412","things","AFFECT_AVG","0.00792529661493"
"413","make","AFFECT_AVG","0.0155613085699"
"414","babies","AFFECT_AVG","-0.0420627792465"
"415","hang","AFFECT_AVG","0.0618419468594"
"416","evil","AFFECT_AVG","-0.0183650779109"
"417","hand","AFFECT_AVG","-0.0708629268696"
"418","people are","AFFECT_AVG","-0.0635150476458"
"419","thoughts","AFFECT_AVG","0.0135365256729"
"420","kid","AFFECT_AVG","-0.0485053096557"
"421","done with","AFFECT_AVG","-0.150397983938"
"422","kept","AFFECT_AVG","-0.0180202586641"
"423","congrats","AFFECT_AVG","-0.0298998569309"
"424","suffering","AFFECT_AVG","0.0706317010208"
"425","tho","AFFECT_AVG","-0.00116335252268"
"426","greatest","AFFECT_AVG","0.197609753296"
"427","mother","AFFECT_AVG","-0.0345431657651"
"428","hearts","AFFECT_AVG","0.0518811785848"
"429","the","AFFECT_AVG","-0.0430378311134"
"430","yours","AFFECT_AVG","-0.0600113062117"
"431","tha","AFFECT_AVG","0.0873840273755"
"432","left","AFFECT_AVG","-0.302073528989"
"433","just","AFFECT_AVG","-0.0373594757962"
"434","yea","AFFECT_AVG","-0.0382437755207"
"435","laptop","AFFECT_AVG","-0.103251873557"
"436","sleepy","AFFECT_AVG","0.0548013958777"
"437","thanks","AFFECT_AVG","0.325539873611"
"438","human","AFFECT_AVG","0.0227704512744"
"439","yes","AFFECT_AVG","0.227535108528"
"440","yet","AFFECT_AVG","-0.243629610158"
"441","repost","AFFECT_AVG","0.0151756987913"
"442","hai","AFFECT_AVG","-0.0746085906957"
"443","in front","AFFECT_AVG","0.00596774355542"
"444","josh","AFFECT_AVG","0.141767132644"
"445","a while","AFFECT_AVG","0.126887603789"
"446","shout","AFFECT_AVG","0.154010193309"
"447","so tired","AFFECT_AVG","-0.109646877541"
"448","board","AFFECT_AVG","-0.147330102231"
"449","easy","AFFECT_AVG","-0.0267462316799"
"450","save","AFFECT_AVG","-0.0902586919599"
"451","gave","AFFECT_AVG","0.0533021552799"
"452","good day","AFFECT_AVG","0.0509162986085"
"453","possible","AFFECT_AVG","0.00601555858439"
"454","the morning","AFFECT_AVG","0.0110222479332"
"455","judge","AFFECT_AVG","-0.121089196467"
"456","had an","AFFECT_AVG","-0.0104657953603"
"457","dreams","AFFECT_AVG","0.227219292863"
"458","gift","AFFECT_AVG","-0.077792873953"
"459","all day","AFFECT_AVG","0.0004385340578"
"460","thanks everyone","AFFECT_AVG","-0.148211811932"
"461","profile picture","AFFECT_AVG","-0.0639636905835"
"462","~ ~","AFFECT_AVG","0.0122723618369"
"463","steps","AFFECT_AVG","0.065678079208"
"464","night","AFFECT_AVG","0.173752312062"
"465","my mom","AFFECT_AVG","-0.0805569781128"
"466","go out","AFFECT_AVG","-0.102698135896"
"467","i had","AFFECT_AVG","0.224392890286"
"468","right","AFFECT_AVG","-0.0520327436844"
"469","old","AFFECT_AVG","-0.0263093844533"
"470","deal","AFFECT_AVG","0.014216818621"
"471","people","AFFECT_AVG","0.00486197326643"
"472","understand","AFFECT_AVG","0.04305390548"
"473","dead","AFFECT_AVG","-0.186192011537"
"474","born","AFFECT_AVG","0.266742959921"
"475","dear","AFFECT_AVG","0.0633568093022"
"476","today was","AFFECT_AVG","0.107029156088"
"477","for","AFFECT_AVG","0.070332223613"
"478","/","AFFECT_AVG","-0.238321136449"
"479","great time","AFFECT_AVG","0.0658900541309"
"480","everything","AFFECT_AVG","0.23265667425"
"481","you guys","AFFECT_AVG","0.220942909883"
"482","christmas","AFFECT_AVG","0.288743295645"
"483","go home","AFFECT_AVG","-0.114736318422"
"484","u all","AFFECT_AVG","0.026555309145"
"485","my phone","AFFECT_AVG","0.102304766793"
"486","knew","AFFECT_AVG","-0.132853189431"
"487","what would","AFFECT_AVG","0.0143675299067"
"488","burn","AFFECT_AVG","0.0996634049622"
"489","plz","AFFECT_AVG","-0.0395710813378"
"490","hard to","AFFECT_AVG","-0.199264735474"
"491","it makes","AFFECT_AVG","-0.105797811308"
"492","post","AFFECT_AVG","0.0483079520819"
"493","super","AFFECT_AVG","-0.0729299220505"
"494","=d","AFFECT_AVG","0.166341542266"
"495","months","AFFECT_AVG","-0.116892487791"
"496","o","AFFECT_AVG","0.0988758224329"
"497","be home","AFFECT_AVG","0.126857310973"
"498","dinner","AFFECT_AVG","0.15055221907"
"499","high school","AFFECT_AVG","-0.0337319586658"
"500","plus","AFFECT_AVG","-0.000579760396229"
"501","afternoon","AFFECT_AVG","0.0964856134322"
"502","i am","AFFECT_AVG","0.1080481394"
"503","match","AFFECT_AVG","0.0803938580065"
"504","whats","AFFECT_AVG","-0.0407970430724"
"505","i guess","AFFECT_AVG","-0.0604259669069"
"506","soo","AFFECT_AVG","0.168076351554"
"507","son","AFFECT_AVG","-0.107358704389"
"508","down","AFFECT_AVG","-0.15957171829"
"509","lies","AFFECT_AVG","-0.227535736771"
"510","glad to","AFFECT_AVG","0.0439922265649"
"511","i didn't","AFFECT_AVG","-0.113652560852"
"512","support","AFFECT_AVG","0.00179353607468"
"513","fight","AFFECT_AVG","-0.0738671353206"
"514","stuck","AFFECT_AVG","-0.0484216124746"
"515","* *","AFFECT_AVG","-0.149032933144"
"516","way","AFFECT_AVG","-0.10185622721"
"517","one of","AFFECT_AVG","0.0907937642457"
"518","music","AFFECT_AVG","0.175282702968"
"519","wat","AFFECT_AVG","-0.050865017826"
"520","was","AFFECT_AVG","0.1102882628"
"521","war","AFFECT_AVG","-0.123760852439"
"522","happy","AFFECT_AVG","0.589454062759"
"523","head","AFFECT_AVG","-0.137473636478"
"524","form","AFFECT_AVG","0.0173609236031"
"525","of them","AFFECT_AVG","-0.289965711617"
"526","how long","AFFECT_AVG","0.0733209271978"
"527","hours of","AFFECT_AVG","-0.124895604348"
"528","heat","AFFECT_AVG","-0.0679391796099"
"529","hear","AFFECT_AVG","-0.218207937141"
"530","on facebook","AFFECT_AVG","0.0189045778501"
"531","true","AFFECT_AVG","0.132802836502"
"532","a bitch","AFFECT_AVG","-0.144867214916"
"533","like this","AFFECT_AVG","-0.029994544288"
"534","away from","AFFECT_AVG","0.0374740192226"
"535","come back","AFFECT_AVG","-0.0209272420244"
"536","inside","AFFECT_AVG","-0.152490360441"
"537","until","AFFECT_AVG","0.127851683338"
"538","daddy","AFFECT_AVG","0.118027890771"
"539","everyone for","AFFECT_AVG","-0.0301316115337"
"540","proud","AFFECT_AVG","0.0810796285091"
"541","it was","AFFECT_AVG","0.215342869192"
"542","life is","AFFECT_AVG","-0.231179635809"
"543","drive","AFFECT_AVG","0.0887942809617"
"544","prayer","AFFECT_AVG","-0.0213640842267"
"545","trip","AFFECT_AVG","0.0151383820969"
"546","shit","AFFECT_AVG","0.0103588262954"
"547","ni","AFFECT_AVG","-0.0875527055616"
"548","i wonder","AFFECT_AVG","0.156330811337"
"549","dying","AFFECT_AVG","-0.166126414135"
"550","floor","AFFECT_AVG","-0.13255424994"
"551","na","AFFECT_AVG","-0.0511551476445"
"552","when","AFFECT_AVG","-0.0435731553429"
"553","ng","AFFECT_AVG","-0.0395920740116"
"554","til","AFFECT_AVG","0.0615220061817"
"555","test","AFFECT_AVG","-0.0888055515533"
