"term","weight"
"cuts",-29.3488713194
"ran",-3.30060778917
"nail",0.0266591911116
"theater",0.00321692659812
"autism",-11.8297043018
"prayer",-8.52429672828
"satisfy",-2.68909904715
"whoo",-0.00961265868493
"president",-6.73426153916
"published",-0.221879234271
"annual",0.835798861486
"jogging",-0.439430448826
"sucker",-46.3758615375
"furniture",-9.39321029873
"imagined",-6.85497739656
"plenty",57.5242008742
"filled",-14.2879332962
"stewart",-0.111533469651
"titans",-0.0827011607965
"moon",0.0444382638091
"buck",-0.41418969818
"streak",-9.51602285622
"tennessee",-1.47265259929
"sweating",-3.44498975094
"loudly",15.3655605887
"alarm",-0.0244297361909
"grilled",11.7318984793
"farewell",0.0247932048369
"colds",-60.101558308
"ringing",2.16275738441
"arena",1.26258119373
"tara",4.09538226427
"face",-38.1436906049
"anatomy",0.00469113140923
"rear",0.048192501734
"headaches",-116.662330006
"bloody",-95.8875041316
"native",-4.39412854633
"ver",25.2523976589
"knw",-0.00297620366929
"tt",-28.1862388972
"posted",5.32867777847
"keys",-1.02569776274
"needles",1.63127691426
"booth",-1.08605656251
"quiz",-24.9981864025
"wheels",3.65216428317
"france",-2.4613399395
"nay",0.0442416176759
"pathetic",-110.065327068
"study",0.0306257841052
"income",0.00366974923624
"tiring",-23.2401001644
"mike",-2.16702015755
"hater",-27.4248054066
"shoveling",-0.0804537842374
"promises",-15.8644499569
"slightly",-66.2343799752
"tim",-1.02635579485
"doctors",-5.5684644141
"programs",1.09523379045
"lasted",0.972734480834
"steam",0.630652195064
"mar",8.95326201186
"fort",-0.0277612775914
"silence",2.85137117955
"jordan",-8.38691905862
"goodbyes",-37.1913043663
"listens",-64.7454753358
"vegas",27.5020199076
"photographer",5.09246021137
"neighbours",-13.6670303586
"including",-1.12325516489
"abc",1.47082534113
"deeds",-13.8404438586
"hey",-6.68403927777
"walang",-0.0308649613333
"climb",-3.09680512213
"super",-1.05169373088
"tomorow",42.4702090147
"everythings",-34.8066261722
"kailangan",-0.0526834413733
"tues",-1.25928386897
"tasty",0.604434422675
"anak",0.00207307363281
"drums",1.42988996118
"chilly",-2.38632001054
"behave",-25.2689442335
"jam",-3.8878036063
"ye",-25.0911318036
"sneeze",-62.4089462962
"hidden",-2.37989015144
"heh",-2.15434419046
"spoke",-7.24362094404
"continued",-5.89266760961
"boyz",-0.841312480058
"x-mas",-3.10430921797
"resolutions",-4.6512187509
"calculus",0.0068590039608
"graduated",4.49768211717
"outta",-8.76764309889
"rays",8.75704338306
"leavin",-3.72218085755
"caused",-47.1505899594
"simply",-3.81855067157
"gifts",-4.92355070646
"flavored",0.407487570814
"storm",0.565822735227
"begining",-7.27198017615
"ink",0.537344730476
"bruises",-18.092292947
"greek",-7.63547650912
"bars",-0.533910176145
"chewing",-70.740526477
"directions",-6.98013326494
"weirdest",-21.0553747121
"startin",-21.2471743768
"nation",12.4959039865
"center",-3.52752280211
"fone",-5.30300683343
":-)",7.98324420958
"correctly",-5.73721117031
"nu",0.566748523364
"johnny",0.725079354677
"preparation",5.27051394705
"trainer",29.3021118488
"alaska",0.702122560964
"showers",-4.6729214604
"beth",-0.173073679337
"object",-6.89811325378
"definately",-27.5988562136
"jersey",0.640883859878
"sung",-2.9366094597
"flame",0.228156912364
"feeds",-0.0995140018573
"havent",-71.0641629716
"mario",1.39622387914
"shady",-1.48700246409
"convo",-15.8877872928
"tub",-0.014482960851
"yep",-0.987360387392
"roar",1.93159316179
"brothers",-3.64230352726
"ive",-39.8144757134
"politicians",-4.57207410266
"garlic",26.2530739349
"effect",-3.48321372915
"parties",-3.96197590857
"die",-18.8147989576
"snowboarding",1.27460508818
"mode",-0.19953329009
"warmer",-6.60968950629
"worry",-27.3988018401
"infection",-1.62358821864
"doom",-2.29697978951
"they'll",-39.8241199906
"chills",-25.3238186281
"doin",-4.95613790742
"warm",-1.09359287636
"einstein",0.0991364298974
"conscious",42.5548518574
"lucy",-1.87948920583
"parents",13.3096491321
"kayla",-0.0100797021119
"nasa",-0.0359469009545
"park",-0.437514361371
"ya",-5.1667018477
"bash",-27.6004019319
"word",-2.03199919361
"pisses",-1.91841476253
"spelled",27.1150985202
"bbq",7.55860103595
"job",-25.941779646
"pm",-1.25580473921
"jerks",-29.0487707708
"vehicle",0.0730289245013
"wrapped",-3.50078088831
"anderson",-0.0973611634523
"ms",20.2994079885
"raising",0.6998491172
"tate",-0.0182350810359
"mortal",-0.0505520431447
"addicting",-22.0097073308
"urgent",-0.354090869963
":')",-0.265130777829
"doll",6.75627733202
"weight",-1.21909884762
"mai",-60.179977565
"itchy",-41.7286338378
"information",-7.0138683533
"blanket",-0.0101426979167
"msg",0.708266260156
"plain",-22.752917425
"invent",-6.67138505775
"firework",11.7072659411
"remembers",25.0249364905
"iced",-0.154142179152
"bullets",-3.14953783069
"charging",-3.91992490445
"teach",62.7322114151
"tie",1.20511901072
"jasmine",2.33950586789
"kasi",-0.00288689839535
"forgiven",13.2690789919
"repeating",7.18616335146
"uncles",-26.6343480361
"pigs",-14.6195295795
"gold",0.828900223626
"psyched",3.0246745624
"batch",-5.36064826615
"loooong",-4.95397077425
"nman",-0.0216093756318
"ton",1.58071230916
"dun",-143.922254845
"duh",-4.06081209571
"words",-1.57600776931
"bills",-0.247079202202
"friggin",-8.1906820517
"teacher",87.3715938677
"trees",26.4514105992
"edge",4.54319346294
"lacking",-65.7448053566
"ross",-0.0683413286461
"adult",-109.679854936
"judgement",-0.065532140296
"hahaha",-4.025545124
"sound",4.98086494886
"sleeve",-7.96559196699
"freeze",-5.74886786376
"dignity",-23.7665007034
"deadly",9.20071151323
"trained",-5.52829128053
"change",20.2424988159
"goodnite",11.3181525157
"dream",-6.23271073184
"clip",-0.572224624194
"alan",0.496472111639
"elevator",-28.9068428357
"doomed",-6.70390923125
"frog",-0.0395705894067
"hahah",-4.14915433496
"let's",35.1733465541
"grape",0.138028614085
"sms",-0.0220998874085
"symbol",-25.9959700978
"looong",-1.85192854704
"seats",-0.24724371904
"blocks",8.93339174759
"tipsy",-1.59802480643
"delivery",2.31994369432
"opinion",8.88916376044
"concrete",-8.81005163819
"standard",-0.679966494832
"traditional",4.00592224905
"served",7.32142303624
"allergic",-34.7067286682
"usual",-6.22328531663
"manila",-0.653403483161
"recieve",2.22140199526
"sensitive",-65.1765155608
"driver",1.13699688982
"specific",-19.9667462094
"americans",-1.23389503831
"hamburger",4.25199426239
":p",-0.0493398780801
"behold",25.9232650477
"someday",-129.231368032
"despicable",-5.70258597025
"grace",3.81408120068
"arrow",6.22038160236
"wondering",-47.2842850754
"australian",-2.99020387457
"hugged",27.8924655742
"childish",-81.6217541338
"community",-1.23588218775
"meal",27.0707688145
"magically",-93.2418587192
"thanking",10.5633913699
"stare",-5.95056177616
"hirap",0.0171114122384
"wayy",6.79232057981
"players",7.64074316097
"certified",38.8989837021
"pak",-0.190208736596
"eatin",2.39261747401
"scum",-201.904957587
"fitness",25.8003603349
"test",55.9983592643
"guaranteed",-0.141841968466
"sounding",-6.32802712177
"suffers",-1.40874631259
"finished",1.53877054011
"onion",14.2755957628
"michigan",14.6667428324
"katie",1.57275666511
"jay",-0.221278372954
"negative",-2.05025237337
"goat",-0.836514441927
"kansas",11.0443342137
"infected",-30.9600888776
"strongly",-0.881805580064
"broadway",0.849607790758
"sanity",5.2786335065
"jacket",0.0971537576335
"brush",0.162684636452
"unforgettable",-0.279609020969
"mite",0.742531891675
"muse",0.166205802167
"knew",-17.2225463033
"poison",-3.86106164919
"single",36.4551444257
"las",39.8807971797
"clueless",11.0277870018
"forgetting",-17.4248750019
"liars",-22.7777951114
"point",3.65369752028
"yankee",0.0409743539289
"react",9.93944328976
"wk",-0.301656926927
"icy",-1.59685910552
"swing",2.1983598635
"tropical",0.575117914186
"dryer",-0.214791866841
"safety",-0.615141810378
"warn",0.432300449432
"skins",-0.795061333186
"forgiving",0.144001560248
"guitar",1.63011292369
"spread",-2.71783786882
"patrick",-4.16726145302
"he'd",-18.4204928703
"horse",-0.473650535233
"pause",-2.64207981851
"lovee",0.0225824196809
"pet",-46.669266528
"ping",-0.172804714706
"muffins",0.74253410771
"silver",-0.00782188090428
"appears",-28.9878695654
"guy",-54.5779337039
"strength",-0.700471733208
"vacation",17.6025419627
"cycle",-11.7953077117
"stock",0.362304531385
"ron",-0.415385355322
"perfectly",-31.047181412
"tonite",-0.785654118956
"toilet",-1.40570759798
"brakes",0.0533625289267
"invite",-1.2865136928
"sounded",-8.1254605685
"november",0.40662205733
"feeling",-74.1092796005
"case",-10.4450748006
"timing",-10.2415602884
"stretch",-4.08527971243
"lying",-1.51813692179
"reception",33.119216717
"invest",3.80576109051
"replaced",-7.2386449869
"understand",-26.2663430263
"harris",-0.305087997686
"candles",-0.0584228707303
"slumber",2.0056107579
"gloomy",28.0837333083
"committed",-4.63889094995
"mud",-17.8859887495
"champagne",2.75630469672
"stalker",-19.2769631378
"liking",-15.6956868058
"cozy",-0.0100241436277
"unreal",-37.5484192037
"salad",19.4649248144
"sorted",-13.2255880609
"jumped",-7.54743951446
"african",-2.86953689849
"roommate",0.11423298061
"sincere",-15.2753683491
"recorded",-0.769191322632
"rich",-3.48724453748
"stream",1.440729448
"dealing",-30.5050986728
"small",-3.30802368695
"lions",-3.85426571691
"sane",62.5571228152
"eleven",2.82509522833
"recipe",4.91975644822
"glory",3.19767643749
"places",4.73115543222
"diwali",-29.9433955516
"ruined",11.7201267733
"quarter",-19.1135221325
"juliet",-0.0192016167567
"blue",-0.0927708924937
"slept",-18.5856135901
"skiing",4.25278075111
"cus",-4.49147029797
"jus",-2.83028121278
"demon",-6.65669933955
"loved",2.87382501273
"shout",-1.00809108644
"vent",10.7669222073
"perfection",-3.84580224622
"chat",-4.04355985508
"eh",-87.0998997026
"pi",12.4885377693
"created",-19.510622755
"quizzes",-145.428028471
"core",2.72011817146
"repair",-7.99969294583
"rides",0.417672854654
"improvement",-16.5010498133
"color",-11.1003074501
"selection",7.49699173623
"eva",-1.40659420312
"champion",5.43758558983
"rises",2.17198927667
"horses",3.52514515724
"nonsense",-11.3815685039
"hmmmmmm",-53.898744974
"debate",-3.38652071235
"surrender",0.0432191398287
"classes",25.3026360696
"jefferson",-23.7962488486
"travels",16.7709707303
"anonymous",-3.52307804312
"trial",1.100419832
"harsh",-10.1333824232
"happily",2.4266476934
"curl",20.7693759069
"cooked",9.17624371488
"that's",-8.39910310783
"mon",-0.0199535889674
"men's",0.342417218756
"ama",7.24528935039
"lover",-9.62778508359
"tomato",21.0214339086
"school",42.5434754094
"caps",-12.2578362371
"pregnant",-0.764646079026
"earthquake",9.62552872681
"paying",17.2673073099
"courses",1.68289246651
"nooo",-11.2387241753
"nfl",6.78313231102
"henry",2.29323253212
"uploaded",0.00533226079457
"perspective",28.7661926118
"low",0.399200039775
"salamat",-0.000953979943069
"freaks",36.7934131555
"pandora",0.0414507888769
"lets",-2.64818595108
"alicia",2.52636112936
"albert",2.08896237273
"pepsi",0.0300492648811
"era",11.4655890465
"noise",30.8671815329
"youre",-0.243914030461
":\\",-62.5068966752
"spain",-0.282949027455
"dvds",-0.340373398544
"smiley",-19.172288907
"mister",-1.55502648075
"recent",-6.24356034039
"laden",-32.9383976777
"bruised",-7.15957149235
"attack",-5.03143117613
"sayang",-0.0335722392397
"embarrassed",21.7816404512
"hehehe",-0.0028406862297
"cleaned",6.69004656767
"frustrated",-111.567656199
"photoshop",1.48640696723
"smoking",-0.646410687919
"pony",-0.112761390209
"miss",0.120068154382
"radio",-1.44364940857
"choice",-16.5745210392
"received",1.18466868134
"car",-0.222499154223
"aunts",-23.1554141533
"expensive",0.206906227534
"nerdy",-38.0920216862
"oklahoma",20.8138330643
"documentary",-0.532865326847
"worms",-5.62590148926
"ain't",2.96924188356
"answered",-29.148062289
"shakes",0.488846423403
"paperwork",0.765533668785
"forward",32.0402624823
"snap",-2.23084783023
"wake",0.789439422445
"realizing",-69.6441619066
"wheres",-71.2672448163
"guessed",-15.5158447419
"commercials",-1.08533648221
">:)",4.01867560036
"essential",5.26464198978
"sweep",-3.36695067786
"thoughtful",-16.2643989727
"comments",-1.67434451011
"ears",-4.288158058
"metal",-0.882380613038
"polar",-0.0577019186357
"called",-10.6715130616
"na",-0.000177862024316
"hmmm",-155.696984033
"pregnancy",5.5090748294
"yankees",0.836542172803
"gals",2.29099631365
"intelligence",5.60044285313
"today",14.6920471205
"hall",-1.31233082601
"fade",-16.3644974531
"doc",-5.06931354094
"hunger",-8.55532775628
"atm",-9.46989302742
"oprah",-72.6669941934
"mosquito",-66.1674661197
"sacrifice",-5.41393895758
"return",-2.53257490326
"ending",-1.65654174903
"sale",-0.833461011845
"make-up",-6.92920345478
"i'll",-11.8353335004
"casino",12.7764534206
"puzzle",-0.0800949582494
"feb",-0.836359544703
"chop",4.73251766096
"lay",-1.26216956465
"tis",-15.9065661037
"olive",38.0114422606
"stalk",-151.208186816
"they're",-17.1781334383
"hiking",-13.2322463723
"violent",-5.13135088415
"angry",-93.918752903
"yelling",27.969843719
"suck",-50.2461669244
"stepping",0.420588435411
"shadow",-1.18805652007
"unfortunate",-5.96621307675
"tommorow",5.69034850989
"leslie",24.9864297971
"thang",-1.04492828075
"twilight",-0.289478802717
"thinkin",-3.53258652293
"soy",35.2241406493
"cleaning",46.1433572068
"universe",0.662243708158
"patriots",0.0927466637284
"illness",-13.7697013319
"sushi",8.6753160704
"sign",-50.4857597859
"includes",11.234757328
"hollow",-56.7796851521
"triumph",-15.4212436127
"sadly",-13.9929568579
"confuse",63.5242131839
"drives",11.7054778737
"pirate",-0.06613332393
"loyal",-43.9650164895
"band",-7.36836196663
"touching",-9.03578174258
"trunk",-6.33150807562
"gum",-70.8929088648
"simon",0.011792351173
"quitting",-7.38101568334
"bieber",0.0214655862852
"hmmmm",-170.566452038
"murray",0.725820899118
"puso",1.63582401692
"earl",5.58164720267
"personality",-64.3139239811
"sessions",14.7046895804
"importantly",16.8355308501
"generous",-24.272679791
"cries",-28.9965103786
"unwanted",-124.61753893
"effin",16.7577213189
"tap",-2.15239579497
"hours",-2.6579386562
"snow",0.366125514514
"iii",1.2449171694
"dah",-0.0798450090946
"childhood",6.0672782569
"believed",4.57335318982
"machines",-0.812387308081
"hits",-12.9111332496
"adam",-0.0511615378593
"bar",-8.91286861786
"killed",-74.0796236495
"lng",0.00401692227341
"delete",-5.87493679869
"hand",-5.89831392019
"bridges",-4.18037805106
"stones",0.747930861093
"giant",-63.4633134302
"imagination",-17.624966967
"por",41.5271470983
"differences",-9.8134290506
"night's",-2.81276791966
"oddly",-121.934279659
"experiences",29.0444150416
"handle",-32.8578155617
"books",-0.821439195952
"jeez",-4.05860371535
"should've",-0.0915644831245
"risk",-5.64833690516
"hottest",-7.42195958183
"ups",-0.0358101731777
"making",-16.1806567544
"camera",-0.951455604956
"stew",6.98323787598
"bone",3.98979895053
"service",-8.34176026985
"nathan",-1.56987514121
"ordered",7.38136731593
"tango",0.00488207460736
"ride",3.67521354947
"follow",25.0616174138
"bum",-0.0483521769807
"returns",-7.04136997452
"seeds",35.3160358053
"akong",0.00365667914999
"paycheck",-0.674107938402
"banquet",18.9876908042
"ngayon",0.00129775248918
"payday",18.0069948238
"brb",-7.03574713418
"math",18.2571625219
"cartoons",-2.40547924826
"ar",-4.52180302545
"hahahahahahaha",-12.8798722762
"conscience",-21.130591237
"accidentally",-13.9497071476
"important",23.6882600646
"label",-9.5046899909
"path",80.5003636975
"nerve",-8.8174439268
"tempted",-36.5891684984
"boy",-3.88534926581
"christmas",-1.81469485664
"closing",-11.0321764061
"luke",36.9200333177
"model",-46.8378766167
"mins",-3.023803817
"textbook",-0.259734728281
"lied",-25.8318247806
"moore",-0.100296360683
"app",-0.335072733022
"set",1.88916380793
"lookin",77.0279118717
"meds",-33.5571252743
"smell",0.589365863983
"pastor",3.73720054221
"recently",-6.28555535643
"chilli",4.10786999136
"brother's",5.54284295896
"weapons",-56.892260925
"boot",-0.048571613145
"ky",-0.877347795516
"pointing",10.5988043633
"london",7.44631249593
"squeeze",-8.5328042672
"ahahaha",-4.60742292069
"rap",-0.0524218773901
"share",5.21568689832
"stadium",4.3224165848
"teaching",65.9080548651
"ireland",-2.69673890249
"enjoyable",-46.4620400043
"rin",-0.409998964314
"xp",13.6713365007
"expression",-18.5547049958
"pork",22.5130599291
"shawty",-4.1478043043
"tv",-1.38884514185
"mentioned",-23.9184685663
"plate",3.08639187675
"gummy",0.0487146324336
"education",6.51704890991
"voting",-0.173629257611
"pals",7.00960197274
"mushrooms",22.6323071298
"disguise",2.18216592192
"microwave",-0.520747571244
"snows",17.9851636336
"root",-6.63531857952
"drug",-13.75630823
"raven",-0.258041954246
"promise",-17.9834706672
"eternal",12.910816814
"blinded",-2.50066469471
"intro",-0.551124542353
"mall",0.628283907337
"include",-25.7400255721
"louise",-0.0789286541132
"sink",5.59297993067
"fifteen",-2.25488362713
"bother",-55.2798475834
"older",6.14369105184
"force",-1.99867988964
"ward",55.2708678164
"bag",-57.5762435696
"nobody's",-39.4730969962
"dilemma",-12.0842743689
"drawing",-0.191707675486
"transformers",0.143144366924
"twenty",-0.90291545621
"seeking",-17.7153266857
"boo",-0.00457140652581
"customers",-3.69352961677
"ws",0.00820414261113
"crying",-2.10527033063
">:d",8.05094762158
"systems",-0.497077432399
"depending",-2.9034023073
"mouth",-14.7915391509
"source",-8.92322977041
"info",-0.121538213196
"painful",-48.4949075704
"meets",16.0873671582
"year's",0.333125015432
"haters",-22.2184235038
"froze",-7.54510756797
"arnold",-0.941936410887
"bullet",-4.45082180294
"lit",2.12019241195
"hollywood",1.06433741468
"thousand",0.426473223206
"bob",-10.1397749867
"jason",-0.0467226337333
"op",-0.0851672068393
"animal",-61.5424769812
"poem",-0.0611026606121
"damage",-14.5119838544
"bout",-6.04150945122
"heather",4.68895578415
"terribly",-25.2342056591
"ghana",0.114437052748
"gentle",-9.74163480961
"breathing",-7.19796734849
"columbus",2.1893071022
"hungry",-9.00525083399
"uhh",-29.7849061174
"chocolate",0.106088429042
"direct",1.36552088869
"hoo",-0.0132882252325
"prosperous",-28.4353785037
"donut",0.00875782473765
"sympathy",-2.48962607081
"denied",-3.42264951377
"sandwich",2.58860821693
"laughter",7.17166223054
"pile",-42.3777348397
"citizens",-8.88977880937
"no-one",-31.1652190545
"ehh",-1.20152018348
"filthy",-131.115405249
"potty",11.3825865246
"wells",37.6409800319
"creating",-2.46749155564
"april",-1.55150545262
"thesis",-1.23784827374
"ruining",-2.33728209224
"fixing",-18.8719809568
"friday",-6.29964060047
"oven",3.96604115417
"wireless",-0.0680632732442
"hahahaha",-6.61755084678
"acceptable",-20.7869932099
"flipping",-7.79151247598
"frown",0.12018570933
"represent",0.672037868044
"soldier",-0.716605366889
"weakness",-51.6421947007
"settle",15.1285126792
"heading",-8.35070761962
"thankfully",-28.7860774729
"teams",7.85635702039
"superman",2.4149260276
"immortal",-38.6337341338
"mornin",5.00994546413
"scandal",0.00541173421039
"fi",0.016633212276
"unpacking",9.20582984698
"insult",-9.19319368321
"possibility",-8.16350730333
"ghost",-1.87641794896
"backs",-15.5712806618
"fudge",-0.359125040507
"city",-3.97578473212
"daylight",0.0192300773696
"weed",4.32552852791
"yea",-6.73188780289
"dang",20.3923649408
"techno",-0.157171361292
"skate",-0.190118950123
"askin",-12.0060315088
"stores",0.130271118905
"wonderin",-6.73548797978
"familiar",-0.409742208859
"angel",3.1026799126
"tackle",20.9626541992
"taxes",-0.0612051960672
"sunshine",59.9884464944
"sell",-1.4216576647
"sunday",-26.3329363324
"hoes",2.67104147642
"bury",-9.27316914184
"rt",-0.102201967218
"mahal",3.7329509961
"jessie",0.427410406571
"strep",-49.2844162902
"read",3.26981336576
"tip",1.4781127818
"amazing",31.6401932118
"means",-74.1625912589
"disappointed",-38.44508157
"gotta",-3.66248816555
"sky",-0.132793563057
"stress",-116.951535178
"ps",0.0502585453786
"oops",-21.7982355575
"stoned",-4.24957801507
"decent",-14.3315667871
"code",4.36025048712
"everyone's",-0.00490620104687
"tube",-0.0121312578213
"treated",-99.0358598884
"dear",-8.41529381087
"yeah",-47.4907430679
"feedback",-0.85880863334
"lazy",44.4928842203
"creeping",-52.9127332629
"february",-5.71236188945
"ku",-2.79891280143
"numbers",-2.01543332004
"re-post",4.05710850145
"guilt",-10.8098252596
"cease",-29.1613251771
"kate",0.852903806062
"sierra",-0.0091836523774
"electric",2.43513532314
"sand",0.193444997164
"loser",-49.7621704772
"tech",1.77884661914
"smartest",-14.1441350244
"sharing",12.5357293576
"honesty",-27.6235964671
"atleast",-34.2892685461
"announcement",-0.0821240888698
"thrown",-27.1344942784
"simpson",-0.0661711237396
"cuz",10.5430271338
"rolled",-3.25074962699
"thumb",0.478011920091
"encourage",2.12185810365
"board",-10.629095429
"boarding",0.076350676953
"counted",-0.707817971541
"bore",-4.94644980952
"gentlemen",61.0747491508
"worst",-71.9050569248
"ronnie",-1.24215295003
"earthquakes",27.4880701797
"extreme",-13.2805989103
"pimp",-5.37829936054
"mutual",4.39759429902
"drake",0.424946554497
"iron",-0.0365994055624
"dnt",0.234793741154
"joshua",0.314789867533
"couples",28.4210167101
"::",-0.00297208046242
"cody",0.00262098242325
"provided",-2.67275368369
"playground",4.827752405
"doesn't",-67.7789062204
"ladies",41.6744809621
"insanely",-37.5245687419
"crib",-2.00318081276
"blank",-51.8377094575
"repeat",8.19346876527
"bridge",-0.450998148794
"ryt",-0.15278273779
"twat",-102.934262277
"running",-1.33626358936
"babysitting",17.8615131434
"birds",-15.1849075879
"fond",-7.92146656039
"lily",2.03857633665
"knight",21.3581730711
"vicious",-20.3906245655
"property",2.8362250421
"tag",0.0114878337997
"molly",-2.62919079337
"national",0.225322872701
"tht",0.000290731258239
"leads",12.7233693698
"threat",-5.51217710493
"needed",-14.082546616
"lesbian",-2.15604868268
"talked",-43.3793948771
"virtue",-0.535242245986
"resort",-2.86820435747
"twitter",0.0126355147663
"jimmy",-0.0572660422535
"ahold",-5.90154619305
"fog",6.6123229447
"counter",-11.6796487681
"favorites",6.78423712343
"fold",-0.773422402816
"judging",-7.5883272758
"i'd",-32.4721767325
"hustle",0.234399103498
"left",12.9872523116
"teenage",-24.3543510906
"grandma's",2.75103236942
"vomit",-83.8084380587
"anytime",6.9818639716
"mu",-1.03804313373
"karate",1.01090438117
"ck",-1.29920921467
"rely",-1.89520548792
"kiddos",11.8066920621
"naughty",-3.80424124563
"disgusting",-59.1289665986
"hacking",-5.28285935499
"cold",-10.7417786798
"public",-3.74391912707
"temperature",-5.09626002187
"springs",7.92487699946
"trusted",-4.31600265199
"ew",-57.1695011819
"arrived",-30.1322451891
"aww",-2.70360184627
":-p",-8.80099927212
"depth",-6.31898064477
"lifes",9.2439205273
"racist",-18.6774137272
"endless",-3.76494460791
"anxious",-30.4734730582
"baby's",-1.8755684075
"beds",10.0273192797
"explains",-2.75144142823
"worried",28.7763569235
"objects",-6.49680588469
"lottery",0.00461972386347
"charlotte",4.57048886846
"eaten",-9.54915729939
"ten",0.67597679979
"didnt",0.175921250261
"bumper",0.162337729211
"dancin",-8.47849934312
"witnessed",-9.08147721766
"murphy",-0.246416945772
"sheesh",-3.29193398461
"kim",-0.929888123535
"arizona",6.26300173588
"argument",15.4971497243
"walking",-3.3825200778
"skull",-15.0949794711
"hacked",-0.0328052186168
"cheating",16.1094862999
"outspoken",-21.7022889145
"terms",7.69476449583
"rogers",-2.76350898136
"bday",-26.5260000539
"season",1.18010355646
"hopin",0.835559109027
"secretly",-11.3135623559
"dish",9.50910088618
"understanding",-3.98941043891
"boss",-0.0399562678987
"fund",-0.193092193202
"clicking",0.972193533221
"august",-6.70708068696
"feels",-8.97489658413
"reputation",-12.5652233193
"weeds",33.1240847387
"dying",-66.9473649021
"grapes",2.76163035037
"iraq",-15.3818894962
"christina",2.05611619973
"roads",49.8026404175
"lighting",3.05835046586
"pity",-22.9158268783
"whining",20.070865507
"hoe",-4.71144356045
"grr",-4.92241320678
"factor",-1.34791056131
":@",-39.8490636455
"mee",-7.5246177265
"mtv",0.307164060685
"hope",12.2473903652
"efforts",-7.87299326879
"turner",-0.432454693416
"saves",-29.1870882113
"tower",1.92751384934
"thomas",-35.7856840106
"prank",2.37960677654
"stares",21.1486543258
"housework",26.7860896458
"mad",-5.64531691873
"connection",0.310712788893
"estoy",38.1979151849
"stolen",-0.58510275077
"chest",-17.1082571851
"deck",6.26834590458
"tayo",0.0116886841885
"wood",5.18402675425
"biscuit",-1.79431760279
"lands",2.0188114324
"para",20.3962487988
"male",-62.2748046834
"religion",-1.27702757248
"playoffs",1.81199528136
"skittles",-1.97025818588
"travis",-2.74788317885
"hallelujah",-1.53146685785
"carrie",0.0970001687692
"cartoon",-0.0380456074773
"students",36.1157914642
"shaking",-2.65516290804
"miley",0.0620998898262
"fries",2.43513128139
"giggles",-72.9554161869
"day",11.4579347086
"email",3.61980412568
"sm",-27.110571637
"channels",0.321323229026
"cd",-0.0154997909137
"they've",-45.0077552066
"slapped",-40.9392904624
"bullshit",-26.8188435184
"partying",-3.11855066511
"stove",1.28077327219
"bank",-0.0323878843533
"goodmorning",13.6758524631
"approaching",51.3155667675
"^.^",9.5856628566
"chaos",-2.43956790512
"obvious",-4.57257642408
"fruit",6.13651971082
"invented",-17.2833448284
"trucks",-12.7032670137
"awesome",14.6505104567
"recover",-25.0571249871
"sang",-21.5978747574
"haircut",0.0276698384214
"cinnamon",3.34571811803
"toll",-13.0325218036
"dead",-24.3491212758
"nooooo",-21.288987983
"ordinary",-26.4954518406
"phew",5.05889595658
"y'all",-3.10480835147
"grave",-7.40441731566
"union",6.60842378981
"baba",0.312793235156
"bow",0.364925071344
"rack",-1.94967110664
"sewing",1.9950208959
"puppies",-66.2945721259
"poorly",-59.2263715805
"junk",-4.55662749598
"blown",24.5483561062
"goodbye",-2.23648633511
"remeber",1.29222973883
"pissing",-15.0923913327
"menu",14.1768432863
"sticker",0.0360898713925
"stayed",2.02875125342
"calc",1.20036040417
"sd",19.2280424808
"coma",-6.39351840615
"real",-19.9933338441
"costumes",0.620911426231
"slowly",-72.2894601675
"grey",10.4986617189
"shoppin",2.60814168664
"bastards",-86.5510371081
"memorable",-49.2219107836
"question",-36.9036851969
"cricket",-0.725366698684
"nj",-1.02965744049
"employees",-0.0297916158012
"il",1.9181503933
"consumed",-13.040956677
"crunch",3.98681960541
"wasn't",-48.3510328617
"cruz",10.9221698033
"somethings",-10.728013775
"ll",-0.508751397024
"terrifying",-20.8881707294
"t-shirt",-0.125984575209
"neil",-5.233272483
"market",0.044195231422
"realizes",-23.5824798041
"food",12.9375475766
"sparkle",15.6824929821
"award",-0.145205891557
"needing",-7.05465182419
"week's",-12.469810227
"air",0.165341570588
"yoga",0.377237474982
"_intercept",7.22234044109
"messenger",-0.029255834361
"easy",3.70536599678
"shame",-31.9139461718
"common",-28.9395633884
"allergies",-85.0475277571
"holiday",-2.64486438251
"dos",16.2997389373
"=]",0.018945758339
"glad",18.7475364298
"fb",3.36622594169
"possess",-5.61156429554
"complaints",-16.2408375805
"idiot",-33.6323346976
"diet",-1.07658015832
"chrome",-0.146127749126
"korean",-11.9211717634
"granted",-4.82731632261
"world's",-5.31687410843
"tore",-14.6196245648
"covering",-1.711772487
"mango",2.75790841588
"grip",-43.6706386287
"lipstick",-120.95443358
"umbrella",2.61280984249
"sad",-26.0599012023
"fat",-6.52320462962
"moving",20.7185272301
"happening",-10.8609613831
"amanda",1.42964270321
"jog",7.23837282795
"minutes",0.34762742128
"dinosaur",0.63823017848
"privilege",16.0073297993
"bailey",-2.20292983656
"patch",4.498940159
"dammit",-8.28006050184
"reach",1.5946868877
"poisoning",1.64467324092
"elf",1.04002308981
"tension",-98.1769542037
"curves",-8.51245515545
